ROOF_RAIL_A_W1,ROOF_RAIL_A_W2,ROOF_RAIL_A_T1,ROOF_RAIL_A_T2,ROOF_RAIL_B_W1,ROOF_RAIL_B_W2,ROOF_RAIL_B_T1,ROOF_RAIL_B_T2,ROOF_RAIL_C_W1,ROOF_RAIL_C_W2,ROOF_RAIL_C_T1,ROOF_RAIL_C_T2,ROOF_RAIL_D_W1,ROOF_RAIL_D_W2,ROOF_RAIL_D_T1,ROOF_RAIL_D_T2,ROOF_XMBR_NO1_W1,ROOF_XMBR_NO1_W2,ROOF_XMBR_NO1_T1,ROOF_XMBR_NO1_T2,ROOF_XMBR_NO2_W1,ROOF_XMBR_NO2_W2,ROOF_XMBR_NO2_T1,ROOF_XMBR_NO2_T2,ROOF_XMBR_NO3_W1,ROOF_XMBR_NO3_W2,ROOF_XMBR_NO3_T1,ROOF_XMBR_NO3_T2,BPOST_01_W1,BPOST_01_W2,BPOST_01_T1,BPOST_01_T2,BPOST_02_W1,BPOST_02_W2,BPOST_02_T1,BPOST_02_T2,BPOST_03_W1,BPOST_03_W2,BPOST_03_T1,BPOST_03_T2,BPOST_04_W1,BPOST_04_W2,BPOST_04_T1,BPOST_04_T2,R_SUPT_W1,R_SUPT_W2,R_SUPT_T1,R_SUPT_T2,FR_SMBR_W1,FR_SMBR_W2,FR_SMBR_T1,FR_SMBR_T2,SEAT_SMBR_NO1_W1,SEAT_SMBR_NO1_W2,SEAT_SMBR_NO1_T1,SEAT_SMBR_NO1_T2,SEAT_SMBR_NO2_W1,SEAT_SMBR_NO2_W2,SEAT_SMBR_NO2_T1,SEAT_SMBR_NO2_T2,SSILL_W1,SSILL_W2,SSILL_T1,SSILL_T2,RR_SMBR_FR_W1,RR_SMBR_FR_W2,RR_SMBR_FR_T1,RR_SMBR_FR_T2,RR_SMBR_RR_W1,RR_SMBR_RR_W2,RR_SMBR_RR_T1,RR_SMBR_RR_T2,RR_FLR_SMBR_W1,RR_FLR_SMBR_W2,RR_FLR_SMBR_T1,RR_FLR_SMBR_T2,CTR_SMBR_FR_W1,CTR_SMBR_FR_W1.1,CTR_SMBR_FR_T1,CTR_SMBR_FR_T2,CTR_SMBR_RR_W1,CTR_SMBR_RR_W2,CTR_SMBR_RR_T1,CTR_SMBR_RR_T2,STEP1_FREQ_1ST
69.546816,33.09952,0.8031488,2.8029031,77.169167,26.36705,1.3575089,0.9868364,68.724692,33.422233,0.9835254,2.0643317,31.704792,119.6962,2.9196933,0.926512,80.438414,29.491366,1.2728074,2.9338875,45.553886,55.342779,1.4881391,2.2873107,71.351401,42.775117,1.9815876,3.273608,79.363289,41.966212,1.2178907,2.2799056,115.63842,53.953168,1.9289078,0.7982676,123.79216,58.737634,1.8094595,1.7746952,194.32684,40.181509,1.4891856,0.6900875,51.141813,51.789454,0.785148,2.0516545,43.435495,131.01363,4.2442358,1.6994119,152.52726,32.124502,1.8884285,0.8479716,131.86636,43.314141,1.1905174,0.9615637,128.31983,69.15523,1.9860092,1.0844783,78.596589,77.92469,1.9582121,5.5000334,63.054983,64.72042,3.0397422,3.786474,110.81905,72.014141,1.4325477,0.6009819,75.590293,51.871184,0.9231724,1.2324223,55.4583,56.486882,1.1408925,1.3834984,55.55753
38.702016,39.24352,0.8185088,3.7997003,106.50177,35.263915,0.9205051,1.0037019,61.801276,30.060175,0.818483,1.6388083,30.174834,84.576758,2.6383459,1.6342712,68.049536,19.12563,1.5908086,4.6783326,40.714308,37.935187,0.9529189,1.5623401,74.741958,58.03948,1.6088049,2.6824206,70.928568,71.781302,1.4314148,1.5479399,124.99623,61.946576,1.4683,0.705724,91.790978,46.47972,1.5995374,2.1320377,186.95216,48.542105,1.9363974,1.0158943,42.529768,72.079144,0.9003363,1.6827148,55.430137,108.30533,4.1393795,1.1301357,142.93485,43.997629,2.3654519,0.8499477,112.22625,37.417804,1.7865304,1.1006433,151.00925,71.466853,2.0800305,0.932082,133.4514,52.433479,2.2529688,6.1368715,105.81361,52.214886,3.3391533,3.5135915,107.57159,75.808381,1.7724357,0.6848218,54.42943,58.65138,1.0985816,1.2600253,49.161532,37.129299,0.8026867,1.5787952,56.00636
45.182016,48.84352,0.7225088,3.0079356,72.787896,30.111169,1.2882819,0.7016266,78.633598,38.493129,1.0943717,2.0511284,40.68473,77.965143,2.9860133,1.600732,57.513821,29.111473,1.005587,5.1423849,43.925519,53.829553,0.9432325,2.2487896,58.916271,54.176213,1.2916353,2.7049066,84.539948,60.363644,1.7726899,2.1144035,99.696921,60.206513,1.9422353,0.6381165,107.90459,55.869826,1.8850652,1.3877495,150.12095,42.875175,2.1773924,1.161516,53.245773,89.422935,1.0216843,2.1191446,65.559622,153.1913,4.0146322,1.8466581,129.68397,29.559491,1.8177393,0.614156,157.03141,33.642854,1.5147662,1.0265649,110.80718,86.685154,1.5125036,1.0169135,104.98718,84.68429,1.3893291,4.1079074,81.819913,65.175497,3.1178173,3.8664845,116.11076,47.148172,1.0981241,0.8887795,61.714556,37.36757,1.1283887,1.5902391,79.190936,50.549232,0.8935331,1.3119067,54.52078
51.662016,34.44352,0.6265088,4.1954222,101.60914,39.611541,1.0467927,0.7128789,71.857607,32.965788,1.0386821,1.3188755,28.540286,70.607031,2.9260889,1.6146147,89.278932,30.531081,1.4367642,2.8094236,46.655984,35.031651,1.4894949,1.702108,69.576716,45.638832,1.6111996,2.2915377,81.601127,50.600292,1.4301645,1.8455465,74.325259,57.214344,2.1766702,0.715332,101.30647,47.745405,1.7182848,1.524271,153.4427,60.544675,1.8151322,0.9514063,64.446447,72.244782,1.0820381,2.3416099,65.410512,101.77964,4.0931193,1.0900615,107.73919,48.699412,1.8734512,0.5047918,144.03173,36.105895,1.9442583,1.1314047,112.47298,100.28814,2.1844297,1.5710927,139.73112,56.006843,1.5224502,6.137872,96.786976,57.488983,2.4930396,3.7795616,88.453208,46.750471,1.7319858,0.6808109,67.580112,44.391902,0.647989,1.8339259,70.559776,58.831032,0.9173924,1.0828793,55.08234
58.142016,44.04352,1.0105088,3.4037644,65.990252,32.365493,1.6132287,0.8104155,52.300581,44.214847,1.0356086,1.4512907,29.192352,106.13273,2.049708,1.6394916,72.772321,22.75747,1.487516,5.175849,47.349174,37.349769,1.3208459,2.0919422,51.601442,39.971364,1.3872159,2.1540524,66.986348,56.025234,1.8290299,2.2149275,130.60653,45.65715,1.7274848,0.7183935,156.35521,48.568175,1.2614095,1.7255218,196.37392,65.528547,1.3494118,0.6543827,60.105573,76.425019,0.8009054,1.3544579,71.615146,125.50664,3.7842347,1.3390513,158.03859,42.881908,1.9627032,0.6519747,121.82169,36.370255,1.9769246,0.8577589,119.80513,94.027508,1.8896117,1.163057,138.72957,72.146067,1.6725544,4.6776887,74.63935,61.341911,3.9630877,3.4759115,136.67438,73.478093,1.6494395,0.728735,62.430955,55.003122,0.8624955,1.4526644,61.660239,56.406134,1.1995064,1.0610206,55.99341
64.622016,29.64352,0.9145088,2.6115363,73.336176,37.196192,0.9757545,0.7910145,78.212626,37.354635,1.2971783,1.7381354,25.573292,102.20612,2.4699698,1.0669441,88.499456,25.775165,1.6279274,4.5017924,37.987461,51.860891,1.3531868,2.575749,62.289123,51.838197,1.5153122,2.2068797,80.233645,68.941466,1.266335,2.2357485,75.700722,56.768552,1.866479,0.9047749,132.84466,60.223003,1.7064176,1.5245611,159.57803,69.921251,2.3397815,0.6874061,72.602899,92.192448,1.2135404,1.8579371,72.234935,154.26016,4.4330015,1.4691015,132.02458,28.553813,2.1001864,0.7800011,119.29481,51.675901,1.760142,0.967757,128.46859,83.53675,2.2689885,1.6335149,90.919059,70.732542,2.1172963,3.9741942,97.872343,53.364248,2.9411523,3.1813795,129.96444,79.06151,1.4688275,0.9162405,69.497626,55.482558,0.9824163,1.7050143,64.671075,43.268554,0.8090124,1.2913672,55.19834
39.998016,36.36352,0.9913088,3.6412618,101.283,40.228008,0.9913129,0.7863454,83.448052,43.580874,0.8802553,1.315342,44.741857,96.53321,2.8903275,1.3821244,61.831831,24.337586,1.3974515,2.8429922,44.954406,57.082822,1.4970865,2.4812514,83.874128,50.260869,1.8091571,2.2386702,51.666207,65.185685,1.865147,1.3451942,125.87886,51.602823,2.2791704,0.7447869,110.19373,52.385272,1.2887421,1.4269496,146.63737,60.251219,1.5955223,0.7247144,58.393435,78.076697,0.8708962,1.4042949,72.492453,104.38454,3.8392071,1.2293979,131.56547,48.58779,2.1327403,0.8691402,131.39,46.340891,1.6332649,0.8909204,135.34939,72.381149,2.0737497,1.6712397,141.20467,89.960462,2.3237888,6.2030631,104.38129,56.639524,2.6134684,2.5131566,138.52992,58.959416,1.0738543,0.7911457,62.754867,37.891632,0.7157138,1.8627613,78.237264,50.305612,1.1794909,1.3004867,55.48283
46.478016,45.96352,0.8953088,2.8487484,80.890073,25.390979,1.1861531,1.112712,92.049,38.546029,1.3639661,1.675829,31.264726,122.83596,3.0814115,1.4979536,54.961884,23.390698,1.2158676,4.91225,31.467679,47.798902,1.1754259,1.4918237,82.338636,48.068371,1.9550924,2.7529687,50.959376,48.009173,1.9297904,1.6551811,75.868734,52.337699,1.3996903,0.8741073,94.889877,62.150321,1.639569,1.2424774,178.66423,50.890141,1.6552331,0.8167265,40.664385,84.862903,1.1108684,1.3776511,74.443427,139.32333,4.2356239,1.7136565,127.09058,35.351789,2.0797687,0.8857719,113.00806,50.224805,1.7138451,0.7842598,126.27502,58.59898,2.043689,1.4455725,142.88746,75.646792,1.8961151,4.6467966,91.127206,69.959567,3.1008186,2.6981919,105.19567,55.572568,1.4130039,0.5657132,90.991977,53.268091,0.7092165,1.7435766,47.605637,50.735319,1.1292953,1.3884785,54.88464
52.958016,31.56352,0.7993088,4.0370907,94.485361,42.482331,1.3162596,0.8951342,57.115035,27.102592,0.8214922,1.7955043,33.24948,124.70079,1.9540221,1.4204346,66.444883,19.898704,1.0320096,4.8453218,47.420369,53.158473,1.1410287,2.4138297,87.1799,52.653152,2.1303956,2.2058915,89.85438,57.923257,1.2267384,2.2353642,116.53966,56.421973,2.196772,0.8208398,159.56289,52.269177,1.7486379,1.2203907,141.95161,51.41485,1.9029185,0.6637694,72.447924,63.916976,1.2084288,2.2944933,45.385745,140.22036,3.6652689,1.1527511,159.46393,49.801927,1.3726019,0.5216306,109.04462,31.264077,1.5513403,1.0471197,130.53409,89.701373,1.8843365,1.667517,78.495001,71.417113,1.4683326,3.7263927,87.080135,59.888848,2.7587805,3.2093867,124.368,77.767046,1.0827736,0.7783263,94.406988,48.209657,0.6699066,1.2458304,60.657292,50.178355,0.8836307,1.5290004,56.02646
59.438016,41.16352,0.7033088,3.2460033,65.101666,44.759536,1.5261564,0.9727385,84.866855,32.343442,1.0952136,1.7281258,26.725721,82.207237,1.772975,1.3706246,87.536343,24.027924,1.2503643,5.1470791,39.583052,37.262792,1.2604194,2.5408715,51.385038,39.180525,1.6931299,3.2330946,55.627606,51.596513,1.1343769,1.8072419,122.62922,51.73923,2.0724815,0.759352,123.67061,39.932504,1.7245431,1.5441609,157.3593,55.260507,2.337896,0.9924804,54.106752,91.010454,1.0500173,1.4410421,60.817081,115.17465,4.0618216,1.7737516,154.71278,34.735197,1.8196064,0.6761107,102.43485,32.284669,1.3699548,1.295917,119.7709,88.121823,2.2819205,1.5459836,79.47691,88.64696,1.789072,4.8573795,78.810853,53.53239,3.0531379,2.2978027,122.18927,63.470536,1.01166,0.933022,79.020211,41.454539,1.1318695,1.3352769,51.400448,40.93762,0.9365498,1.2690676,55.51562
65.918016,50.76352,0.6073088,2.453775,72.419244,44.115433,0.9808917,0.906696,59.110695,46.750741,0.9970219,1.9950858,29.994333,86.33079,3.1872302,1.1107577,75.116073,24.976523,1.3372577,4.2318141,37.959013,46.195811,1.3889092,2.5603804,65.205077,37.674649,2.1438907,3.0408505,65.724209,62.204974,1.1443002,2.0528147,105.53216,56.82931,1.4961728,0.8351429,89.778448,53.526456,1.9743579,1.7502193,188.68837,56.133919,2.0600139,0.9227502,49.769088,80.749049,0.7756908,1.4606322,54.648111,136.85774,3.300808,1.4060626,166.79051,34.301556,2.3174424,0.6416334,107.05684,46.716419,1.1242716,0.8945958,143.37117,97.127261,2.2294174,1.041328,108.85278,83.52124,2.2650067,4.2036807,82.770354,53.695599,3.8843927,3.5196212,82.755232,49.733323,1.2165637,0.5851435,64.4968,62.893846,0.6314708,1.4754926,77.368717,52.43118,1.1543384,1.2480573,54.71639
41.294016,33.48352,0.6841088,3.4830728,58.814482,39.395261,1.6705027,0.7039612,76.015886,46.492799,1.1401188,1.5948504,43.414279,91.256608,2.0888404,1.088539,76.943647,31.659355,1.0466216,3.3962713,40.291518,37.469135,1.2991913,1.777955,64.333879,51.787104,1.950839,2.3671197,52.010001,54.392048,1.7807714,1.9067408,98.951568,36.837217,1.6875017,0.7726841,118.4582,38.276807,1.7674776,1.4857322,210.60302,50.106679,2.3986666,0.8382287,63.099956,85.959714,0.9073569,1.9594699,74.706672,149.28993,3.2937943,1.9102441,159.67525,37.458532,2.3509103,0.8441764,145.46558,30.755605,1.4997768,1.1047749,106.73606,84.232204,2.1025856,1.0229663,111.92148,84.670984,2.1088899,5.420992,77.701029,66.401218,3.5472155,3.1490547,90.948452,58.333067,1.1597518,0.7442475,69.640668,50.393129,1.0710219,1.8949726,76.75659,46.371471,1.2613413,1.1581309,54.53287
47.774016,43.08352,0.5881088,2.6909872,80.001487,37.785022,1.0990808,0.7350349,80.815274,26.674624,1.423571,1.952664,28.798095,98.910469,2.8046785,1.2290866,69.725905,24.661152,0.9787159,4.8834801,46.501557,47.711926,1.1149994,1.940753,82.122232,47.277532,1.2410064,3.8320109,81.600634,43.580452,1.2351374,2.3274955,129.09143,58.419779,1.7446869,0.4950658,137.80528,53.51465,1.1427026,2.0811165,139.64961,40.622101,1.5037174,1.1548243,68.865565,55.648338,0.7599804,1.4642353,63.645361,128.99133,4.5132108,1.2483568,123.76478,51.205078,1.9366719,0.909908,93.621221,46.139219,2.0668752,1.2224179,126.24079,100.69329,2.4359978,1.0484992,83.634794,92.147685,2.0126327,4.8264874,95.298709,62.150046,2.1908687,3.3200831,90.710553,45.56501,1.6152243,0.7700001,61.981233,39.719508,0.9785905,1.6261892,75.145847,35.266804,0.8663386,1.5965255,55.38726
54.254016,28.68352,0.9721088,3.8781887,81.126393,35.829869,1.1618164,0.9604519,87.841534,47.530125,0.8689455,1.3465625,33.699646,95.893798,2.1012721,1.476201,83.389434,20.738097,1.142087,3.8835432,47.672849,55.323493,1.174247,2.5229096,76.652374,36.381491,2.0328767,3.080799,64.880048,72.165802,1.1246154,1.776689,93.749308,42.437685,2.3356023,0.7135949,131.1718,66.133534,1.2959349,1.7784717,183.7244,56.569599,2.4188056,1.0532968,66.016984,84.342147,0.7531857,1.9871257,65.582489,103.1181,3.7587343,1.2404549,103.54075,38.399881,2.4072153,0.8440565,139.55782,38.762198,1.7136739,1.3300697,114.89139,94.170774,2.0250782,1.0246668,98.585113,94.709936,2.0513342,4.064642,100.15435,70.797515,2.7993745,2.1554631,99.985536,57.976752,1.3613487,0.8474323,60.097117,59.052641,1.0441303,1.6446736,56.939476,37.499918,0.7208643,1.5894209,55.9784
60.734016,38.28352,0.8761088,3.0882421,64.21308,35.553579,1.4390841,1.1350614,73.633129,42.672037,1.1548185,2.0049608,45.25909,116.48175,2.996242,1.1017576,60.300365,25.298379,1.0132125,5.1183092,31.81693,37.175816,1.1999929,1.7898007,51.168634,38.389686,1.9990439,2.5121367,86.268863,47.167793,1.3397239,1.3995563,114.65192,57.821309,1.3374781,0.8003105,90.986016,61.896833,1.2276767,1.3628,118.34468,44.992467,2.1863802,0.7905782,48.107931,61.795889,1.2991293,1.5276262,50.019016,104.84266,4.3394085,1.308452,151.38698,50.588487,1.6765096,0.7002468,156.84801,28.199083,1.7229849,1.0740751,119.73667,82.216138,1.5342293,1.1489103,86.824247,60.747853,1.9055896,5.0370702,82.982355,45.72287,4.003188,2.9196939,107.70416,53.462978,1.2138804,0.6573089,95.609467,57.305955,0.8612435,1.2178895,78.940658,55.469106,1.2735931,1.4771145,54.90846
67.214016,47.88352,0.7801088,4.2760139,71.559004,40.384279,1.5820593,0.7125304,94.367255,37.729304,0.8749502,2.3371698,32.086981,113.62669,2.9245272,1.2013213,90.195683,21.821937,1.6763614,4.7494027,41.040629,57.707731,1.4633042,2.4424273,51.012949,40.527378,1.9883422,3.009963,49.26608,64.34442,1.3298162,1.4864405,98.72489,39.389665,1.6433979,0.8679214,161.37577,45.279046,1.2980208,1.4415314,188.79943,51.114553,1.9599618,0.94782,57.767355,86.862884,0.8952753,1.5467735,46.996947,105.34236,3.3250866,1.1854311,98.336926,30.020208,1.4080092,0.8401325,119.03771,51.707211,1.969703,0.937986,145.16415,71.27443,1.6870093,1.2343722,83.839237,75.796454,1.8850586,4.045717,96.756386,59.785183,2.9289269,3.2239777,76.725234,45.614733,1.1199015,0.5984615,55.097931,55.883514,0.8282935,1.2659199,70.398428,59.860046,1.1849021,0.91333,55.3005
42.590016,30.60352,0.8569088,3.3245987,87.028364,33.803999,1.0172751,0.9863663,90.969558,47.350878,1.0693038,2.0954391,44.519774,84.287996,2.1871251,1.1777836,88.059235,33.248565,0.9491876,3.1141445,38.287905,38.550724,0.888098,2.4667795,57.779137,59.06056,1.586239,3.167066,62.400321,46.817162,1.591791,1.9249655,118.47829,48.816352,1.7939355,0.7272019,99.307229,58.751415,1.8240313,1.9185015,208.1735,46.226794,2.1904591,1.1559204,73.174278,63.038852,0.7267797,1.7068357,75.639627,92.900389,2.4563363,1.679,102.27038,51.280658,1.9886289,0.5407315,136.94901,35.907654,1.9406821,0.9345709,138.4106,91.822111,2.2349831,0.9534218,127.05976,52.846057,1.5781498,5.6991407,63.57741,54.631767,3.6286191,2.9556079,113.53814,63.900579,1.4089843,0.9676154,61.810158,46.540608,1.0248246,1.4046082,50.932626,63.127182,1.289235,1.4487347,55.65707
49.070016,40.20352,0.7609088,2.5326557,72.891883,43.393213,0.9322183,1.1421759,94.495763,42.518932,1.3269808,1.3365529,34.839977,119.34337,3.0816033,0.9325106,74.881467,34.510392,1.1193515,4.4860247,39.725443,41.280201,0.900785,1.9846464,81.141956,35.744101,2.1594893,3.3367727,59.36367,55.392559,1.7297938,1.8481153,94.495483,42.068876,1.9310558,0.5442447,130.08598,47.334508,1.739,1.5538988,148.11469,59.433113,2.3049095,1.0112538,44.591455,65.994367,1.2650642,2.1811128,44.35828,144.60207,3.8238899,1.4011513,157.56347,48.575235,1.7794037,0.8354227,150.68071,46.072314,1.4787861,1.0146386,141.22881,79.469553,2.2713701,0.9949036,92.207764,87.189052,1.3806284,6.0147874,103.69242,50.626265,2.5045234,3.5647531,97.576508,72.048442,1.5583282,1.0322046,97.372278,57.26761,0.7466917,1.821609,49.394555,58.482061,0.9047983,1.4250273,55.85818
55.550016,49.80352,0.6649088,3.7204275,80.237807,26.623912,1.0747442,1.1227749,76.607808,35.65872,0.9285504,1.6233975,31.220916,115.41676,2.001865,1.1399631,90.608602,21.328087,1.2597628,3.8092026,41.605814,34.716919,1.5287488,2.0373187,88.351706,45.013583,1.2300258,2.7703439,84.229761,45.639698,1.8886695,1.5013554,85.156505,48.898846,1.8542068,0.8086072,133.74266,41.848015,1.7860392,1.5929744,127.40674,53.11758,2.2370511,0.8138749,41.264715,58.580199,0.931635,2.1043592,72.022823,92.371414,2.9768467,1.8606008,106.75305,34.436695,1.4184183,0.6301562,156.51248,30.256372,1.3062614,0.7802418,100.44695,66.750087,2.2632014,1.3652123,106.22732,57.787654,1.3155167,6.1527886,84.59407,44.982157,3.3792802,3.4150771,105.37582,73.61328,1.354497,0.7673513,97.998995,45.465733,0.6657894,1.5245359,69.91214,61.240009,0.9688329,0.9346471,55.73039
62.030016,35.40352,0.5689088,2.9293401,100.05411,28.901117,1.2846409,0.6603791,60.559628,40.89957,1.2022718,1.556019,24.697158,72.923203,1.8208179,1.0901531,69.700062,25.457307,1.4781175,4.1123427,39.547455,43.15844,0.990328,2.3799277,54.295809,47.239631,1.83154,3.207175,86.193589,50.647502,1.4355227,1.7970236,99.062658,46.356818,1.8378379,0.4981288,122.06677,53.382003,1.9609289,1.7967264,134.77045,46.117356,2.0611426,0.7177871,47.935576,75.364476,0.8462556,1.5410244,55.931781,107.8178,3.0713045,1.4169017,114.40011,43.275188,1.5446571,0.5312828,108.82339,46.837757,2.0627469,0.8712365,151.90642,66.257236,1.4256103,1.3859631,137.14176,58.835449,1.3058186,3.6650432,96.57356,48.479198,3.9125647,2.7238572,89.519003,73.793395,1.1877065,0.8752922,58.475507,62.280612,1.0551897,1.1866157,62.966907,62.581455,0.8429453,1.6861822,56.18292
68.510016,45.00352,0.9529088,4.117112,58.200036,33.731816,1.4271667,0.640978,86.471673,34.039357,0.8038414,1.8428636,42.078097,68.996592,2.2410797,1.2976056,85.427197,28.475002,1.6185288,3.4369034,47.206784,33.33236,0.9604804,1.4481673,63.244524,43.407788,1.9408564,3.8503743,63.250283,52.229188,1.2336131,2.1740541,97.540267,55.327504,1.8689105,0.5135008,149.93984,41.166171,1.2469526,1.7157839,205.61853,61.355941,1.3823983,0.6356093,69.620869,57.641106,1.1858585,1.7543872,52.073947,96.079221,4.0221663,1.7116516,155.1879,29.04187,2.002906,0.4926627,147.37583,46.58261,1.8680933,1.1390372,98.347218,102.67978,1.9001621,0.934137,125.99872,73.603976,2.0809981,6.5802808,99.557781,64.248036,2.6517021,2.2089611,96.487142,64.900187,1.1027714,0.6295524,89.678889,39.190051,0.7076732,1.8663323,63.666133,38.861694,1.2312579,1.6850608,55.90793
43.886016,51.72352,1.0297088,3.1665523,58.408009,38.695904,1.4950395,0.9820766,74.396002,42.090964,1.2690596,1.4937126,30.388591,93.553047,2.4322597,1.5211626,78.162489,23.07284,1.0660578,4.524183,38.80663,35.833654,0.8747557,1.5115697,76.084287,59.168481,1.2701001,3.1628921,51.109924,41.049755,1.7381928,1.9402466,107.04726,44.066681,1.4789707,0.6384706,108.32837,48.579981,1.1330647,1.3946246,145.81268,48.640364,1.9057084,0.9623087,41.009096,57.72573,0.8166158,1.3508548,62.617896,133.37305,2.5718319,1.496757,121.86432,49.978386,2.3434737,0.8037,135.25731,36.947455,1.994321,1.1899368,136.93551,90.461475,1.6830314,1.1558858,97.347557,63.519623,1.9249284,4.0548821,62.110995,52.887463,3.7966117,3.6754495,128.71906,77.646406,1.2507789,1.0238784,64.946522,48.77746,1.0553757,1.3019678,63.883109,43.57051,0.8875062,1.4925524,55.88246
50.366016,37.32352,0.9337088,2.3743241,65.768107,46.270226,1.3003112,0.9540776,84.233717,26.590993,1.3943712,1.5448497,44.519017,105.15701,3.0017855,0.9238365,78.545002,24.453512,1.6730396,2.8509917,29.446816,36.046905,1.2410554,1.7722267,66.187944,52.479281,1.6775054,2.1225385,84.3935,58.50209,1.7594724,1.7159064,117.03684,43.347684,1.3408983,0.531735,123.84635,51.259364,1.4523335,2.1881675,122.80787,61.289327,1.8492535,0.7789661,58.211695,52.935202,1.112074,2.2443369,44.975199,143.23478,3.8912322,1.1395568,166.55445,33.195239,1.8841867,0.7557163,116.61102,46.866005,2.0114442,0.8198398,157.81486,67.860054,1.7429386,1.3402463,130.10845,83.047509,1.3066356,5.0822754,78.700757,41.951205,2.6125673,3.1935564,90.862497,73.186664,1.4723429,0.6663424,92.665485,57.537918,1.0859566,1.1815742,74.581168,39.402475,1.1169335,1.6453704,55.54254
56.846016,46.92352,0.8377088,3.5626664,79.34922,39.017955,0.9876719,0.7450978,65.374082,45.987315,0.9881554,1.9002326,28.754285,91.49127,3.2251321,1.6510961,63.372625,22.607875,1.2203122,3.4980939,41.587953,36.325191,0.8407537,2.1559267,49.236509,50.475469,1.4136344,3.866222,50.224972,41.463449,1.8481809,1.8915619,91.111343,38.625198,1.5730734,0.5082117,140.94448,53.482461,1.4106251,1.9701509,126.57601,38.915728,2.3083838,1.140074,64.440759,74.00301,0.7284061,1.9821844,60.523609,109.35554,3.281079,1.2270474,93.540679,35.717859,1.459997,0.6732526,94.345153,35.993305,1.4736127,1.0759197,100.38358,65.04027,2.3201066,1.6540531,131.68011,82.177514,1.6059757,4.2754714,59.640044,51.453869,3.1727497,3.1602207,116.93167,64.526636,1.2076424,0.5780732,57.887427,47.031717,0.6405268,1.893427,55.481324,51.683863,0.9540745,1.1236067,55.07514
63.326016,32.52352,0.7417088,2.771579,99.165526,41.29516,1.1975686,0.822702,93.125902,29.028165,1.2618767,1.8334763,27.55325,100.31747,3.1736444,0.9614048,86.228251,19.358267,1.2553268,3.2964103,28.62766,52.381985,1.3612732,2.4330685,59.367096,48.424837,1.2193799,3.2191147,88.288393,72.429703,1.8274176,1.2622599,86.142674,41.994715,1.6041005,0.6286882,144.67193,37.544013,1.5809139,1.8749434,207.74392,54.070754,1.7456324,0.957065,47.290526,89.776942,0.9265435,2.0799345,61.095021,144.16818,3.3004843,1.6364167,97.581444,35.685654,1.595333,0.5823821,128.97935,38.316461,1.2023786,0.8886451,108.7482,58.712381,2.0956226,1.2552948,109.48539,85.672448,1.4826271,5.4246116,80.278516,70.267295,3.0912037,2.7023794,131.25156,60.204319,1.1790434,0.6142754,70.156609,61.100312,0.7943612,1.8765665,77.853472,59.39995,1.2180366,1.5573501,55.40188
69.806016,42.12352,0.6457088,3.9593508,106.51145,46.125859,1.3400944,0.803301,75.237947,44.367952,0.8634464,2.1196987,39.611466,103.2711,1.9643467,1.0287386,58.191219,29.745457,1.3813771,3.4081335,39.440662,33.245384,0.9000538,1.8970965,63.028121,42.616949,1.2267704,3.1294164,51.891541,47.800468,1.43896,1.7663685,89.562963,61.409583,2.2139072,0.5544593,117.25524,63.1305,1.7100862,1.534423,166.60391,51.087901,2.3708825,0.9737071,63.622048,72.226541,0.8349704,1.8409713,77.275882,85.747228,4.2997532,1.246352,151.8621,44.89516,1.8598091,0.5167988,127.98899,42.497024,1.2611235,0.9171953,98.312986,96.774093,2.2924709,1.3170636,133.34606,90.104868,2.1975156,3.6999716,103.72928,56.438516,3.6017523,2.8308523,82.002029,54.892629,1.3049918,0.8338393,60.668145,55.041467,0.9770472,1.7489449,53.406342,53.393179,0.9683012,1.1131078,55.21692
38.961216,48.26752,0.6610688,2.9760411,88.534891,32.778625,1.140761,0.735669,76.280818,38.682285,0.8567665,1.9868201,25.606649,117.87521,3.1580561,1.0004777,65.783624,32.848225,1.1003135,3.5672806,42.690301,49.014541,1.0797164,1.7866136,81.495287,61.366756,1.7058324,2.5761916,57.903747,67.984524,1.3866755,1.8771972,108.68005,38.367873,1.807995,0.5935824,101.81175,46.202156,1.185034,1.8377374,190.57944,53.060516,1.8435315,1.1415806,52.531208,52.388492,1.0273205,2.324229,53.163145,128.9677,2.7461892,1.1699982,163.47153,38.904845,1.782226,0.8605586,158.52721,50.771777,1.332333,0.9966382,112.42055,79.01366,2.234926,1.0388306,110.05479,92.546054,1.6667346,4.9740889,68.028387,42.647356,3.9743514,3.0690119,129.77559,46.347718,1.2076834,0.9950302,82.922101,37.028711,1.0610734,1.1064929,48.500105,54.730781,1.2742848,1.0998198,54.77559
